,No.,社名,担当者名,メール,事業内容,FactLinkウェブサイト,住所
j,1375,ジョブフルパートナー（旧タンスイ ベトナム）,,contact@jobfull.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00056472&page=00006435&lang=jp,会社名
j,1376,PROPEL,,juneed@propel.vn,クラウド型勤怠・給与・ワークフローシステム,https://www.fact-link.com.vn/mem_profile.php?id=00056473&page=00006437&lang=jp,会社名
j,1378,THV ファスナー ベトナム - THIEN HUONG VIET COMPANY LIMITED,,info@thvfasteners.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056493&page=00006442&lang=jp,会社名
j,1382,ベトナムキャムコム,,info_scv@sougo-career-vietnam.com,ベトナムにおける人材採用・BPO・WEB分野の総合支援サービスをしている会社です。,https://www.fact-link.com.vn/mem_profile.php?id=00056513&page=00006458&lang=jp,会社名
j,1383,TAC 精密株式会社,,tan@tac-seimitsu.com,ベトナム人経営・精密プラスチック金型部品加工,https://www.fact-link.com.vn/mem_profile.php?id=00056514&page=00006459&lang=jp,会社名
j,1391,シンガポール共和国ニッタ株式会社 ホーチミン市駐在員事務所,,congthanh@nitta.com.sg,140年にわたる日本のベルト技術の継承と革新,https://www.fact-link.com.vn/mem_profile.php?id=00056530&page=00006470&lang=jp,会社名
j,1392,C?NG TY TNHH K? THU?T LONG NHI,,thanh.dn@longnhico.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056531&page=00006472&lang=jp,会社名
j,1395,リアル　ゲイン有限会社,,cs@real-gain.com.vn,日系企業様向けの「営業支援」および「各種資材・測定機器の販売」を展開する総合商社,https://www.fact-link.com.vn/mem_profile.php?id=00056540&page=00006478&lang=jp,会社名
j,1399,吉本ベトナム有限会,,info@yoshimoto.vn,「Win（お客様）-Win（提携工場）-Win（吉本）」の関係,https://www.fact-link.com.vn/mem_profile.php?id=00056574&page=00006490&lang=jp,会社名
j,1400,SETA Vietnam,,masui@seta.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056579&page=00006493&lang=jp,会社名
jo,j41,"QUEST VIET NAM CO., LTD",,admin@questvn.com,害虫獣防除・衛生環境コンサルティング・衛生環境研修会・捕虫器販売・レンタル・シロアリ防除,http://www.questvn.com,
jo,j15,エコプラント有限会社,,ashida@create-links.com,ベトナム仕入、ベトナム調達、営業代行、ベトナム国内販売、輸出入、物流などをワンストップで行う貿易商社。,https://ecoplant.vn/jp/,
jo,j27,ビービーマックス,,bbinfotv@bbmax.net,ベトナムでの業界シェアNo１、日本人向けTV放送提供サービス、安心の日本語対応,https://bbmax.vn/,
jo,j6,有限会社クリエイティブクルー,,ccvn@gpl.jp,AI開発・WordPress開発・Kusanagiを利用した企業向けWordPress高速化サービス・ブランディング,https://ccvn.gpl.jp/,
jo,j7,オルグローラボ株式会社,,contact@allgrow-labo.jp,ソフトウェア開発、Web開発、モバイルアプリ開発、WEB制作、ECサイト構築、業務系システム開発各種運用保守、QA（品質保証）等,https://allgrow-labo.jp/,
jo,j20,インテージベトナム,,contact@intage.com.vn,ベトナム初の個人購買パネルを保有するマーケティングリサーチ会社、社員120名規模で全国に調査員網を自社保有し、あらゆる調査手法に対応,https://intage.com.vn/,
jo,j34,"SHIFT ASIA CO., LTD.",,contact@shiftasia.com,ソフトウェアテスト・品質保証、ソフトウェア開発,https://shiftasia.com/ja/,
jo,j33,株式会社yet,,contact@ye-t.net,ラボ型オフショア開発にて対応。アプリ開発、ECサイト構築、CRMシステム開発、CMS開発、LINE連携アプリ開発,https://ye-t.net/,
jo,j18,"HARO VN Co., Ltd",,contact-vn@haro-inc.com,自社製品開発・導入（人事・労務システム、文章管理システム）、システムインテグレーションのコンサルティング、オフショア,https://haro-inc.com/,
jo,j26,ポートリッチベトナム,,hcm.docs@portrich.com,・フォワーディング業務（海上・航空・通関・トラック）、・貿易プラットフォーム「Portrich」を提供、運営（貿易管理システム）,https://portrich.com/,
jo,j8,"HISAKAWORKS VIETNAM CO.,LTD",,info.hisakavn@hisaka-asia.com,熱交換器販売 :-プレート式熱交換器 -スパイラル式熱交換器‐メンテナンスサービス,https://hisaka-asia.com/our-profile-vietnam,
jo,j31,POINTS Creative,,info.pcvn@points-global.com,【マーケティング支援・デザイン制作】グループ各拠点と連携し、ベトナムだけでなく東南アジア全域まで幅広くサポート,https://pointsvn.com/ja/,
jo,j43,"QUICK VIETNAM CO.,LTD.",,info@919vn.com,ベトナムでの人材紹介（日本人・ベトナム人）、人事・労務コンサルティング。2012年設立より日本人紹介はトップクラスの実績。,https://919vn.com,
jo,j30,AMANO VIETNAM COMPANY LIMITED,,info@amanovietnam.com.vn,産業用集塵機・床洗浄機・ミストコレクター販売・施工・保守サービス,https://amanovietnam.com.vn,
jo,j42,"ASA ASIA Co,Ltd.",,info@asaasia.com,現地インフルエンサーが持つ“生活者目線のリアルな声”の収集・活用をスピーディーかつ実践的に行えるスポットインタビューサービス,https://asaasia.com/,
jo,j29,ホーチミン鈴木不動産,,info@asia-prop.com,ホーチミンの不動産売買、賃貸なら鈴木不動産。サービスアパート、マンション、オフィス、店舗と宅建士がご案内。手数料無料。,https://asia-prop.com/,
jo,j23,ドラゴンハウジング,,info@dragonsaigon.com,ホーチミンのサービスアパート、マンション等不動産賃貸ならドラゴンハウジング。手数料無料。事務所・店舗もご紹介。,https://dragonsaigon.com/,
jo,j16,DESIGN AND CREATIVE ASSOCIATES COMPANY LIMITED,,info@dreamcomesasia.com,ベトナム全土で内装デザイン・設計・内装工事。家具デザイン・生産。,http://dreamcomesasia.com/,
jo,j32,イシセイベトナム,,info@ishisei.vn,金属・アルミ・ステンレス・樹脂等の切削加工、単品～量産品までご対応いたします,www.ishisei.vn,
jo,j4,株式会社NC1,,info@nc-1.net,デザイン設計施工事業部・グラフィック事業部・家具事業部・3D CG事業部,https://www.nc-1.net/,
jo,j40,SCJ VIETNAM,,info@star-kitchen.jp,ベトナム観光土産,https://www.starkitchen-vietnam-gift.com/,
jo,j46,"T&T Enviro vision Co.,Ltd",,info@ttev.vn,光触媒コーティング、新築住宅やオフィス内のホルムアルデヒドの測定サービスを実施しております。,https://ttev.vn/,
jo,j1,ユニカビーパン,,info@unika-viepan.com,レンタル工場、レンタルオフィス、マネジメントサービス、コンサルティングサービス,https://www.unika-viepan.com/,
jo,j12,動画制作会社ビネプロ,,info@vinect-production.com,動画制作・動画広告・SNS運営支援・キャスティング・動画マーケティング・動画編集・ドローン撮影・映像制作,https://vinect-production.com/ja/,
jo,j49,パソナベトナム,,inquiry@pasona.vn,・人材紹介、・人材派遣サービス、・人事コンサルティング、・採用代行サービス、・ITソリューション、・BPOソリューション,https://pasona.vn/,
jo,j11,石井メディカルクリニック,,ishiichamcuu@gmail.com,医療部門（鍼灸、美容・疲労回復注射、酸素カプセル）スパ部門（フェイシャルエステ）,https://poste-vn.com/ishii-medical,
jo,j5,IT Viec Joint Stock Company,,itviec-jp-inquiries@itviec.com,ベトナムでITエンジニアやテスター、デザイナー、プロダクトオーナーまで幅広いIT人材の採用を支援します | ITviec.com,https://itviec.com/,
jo,j48,METATRON TECHNOLOGY (VIETNAM) COMPANY LIMITED,,james_jin@metatronsz.com,弊社は主に電子部品、半導体を取り扱う商社です。ベトナム法人が持っており、ベトナムトンとUS$での取引可です。,http://www.metatronsz.com/,
jo,j25,"KOJI FOOD VIETNAM CO., LTD",,kojiya.viet@gmail.com,米糀の製造と米糀から製造される、味噌・甘酒・塩麹の製造米粉の製造、団子、餅の製造,,
jo,j35,吉田検品株式会社 ベトナムオフィス,,market16@hqtsgroup.com,工場監査、工程管理、商品検品、パッケージ＆包装資材検査、新規工場開拓における情報収集など,https://www.hqts.jp,
jo,j45,"SEIKO KDS CO.,LTD",,mukai@seikokds.com,建築に関わる、工場の建設・内装を得意とし機械・電気・冷凍・防火・工場・企業・レストラン・事務所・店舗・住宅・施工しております。,http://www.seikokds.com/,
jo,j9,ACSD,,nguyen.thithaitrinh87@gmail.com,建設サービス,,
jo,j17,日本和装トレーディング株式会社,,nguyen@wasou.com,着物・浴衣の仕立販売（生地持ち込み可）、仕立て直し、アイロン、レンタル浴衣など,https://kimono-ntc.com/vi/,
jo,j44,TLKホールディングス,,sales@tlkjp.com,ベトナム工場の新築・増築・改築、事務所・店舗内装、電気設備のメンテナンスならTLK Holdingsにお任せください！,https://tlkjp.com/,
jo,j10,ユニマックスサイゴン,,sales@unimaxsg.com,オフィスユニフォーム／サービスユニフォーム／作業服／帽子／ T シャツ／ポロシャツ／防塵服／白衣／粘着マット／セーフティーシューズ／マスク／タオル／ハンカチ等,https://unimax.uniform.co.jp/,
jo,j38,トロピカルグループ,,taiki.kimura@sekai-hub.com,オフショア開発専門の比較・見積もりサービス,https://sekai-hub.com/,
jo,j55,ベトナムウェブコンサルティング,,takabayashi@vnweb-consulting.com,ウェブ集客コンサルティング・施策実行支援サービス（SEO対策/広告&SNS運用/動画制作/KOLマーケ等）,https://vnweb-consulting.com/,
jo,j47,ゴーゴーエンタテインメント,,umezawa@gge-vn.com,１．ポケモン・マスターライセンシー ２．ホビー商品ディストリビューター：バンダイグループ（ガンプラ、バンプレスト、ガシャポン、食玩,gohobby.vn,
jo,j51,クラウンライン　ベトナム,,vietnam@crownline.jp,海外・国内引越及びレンタカー事業を行っております。日本人らしい丁寧で安心いただけるサービスをご提供いたします。,https://www.crownline.jp/vn/,
